id,departure,arrival,date,time_departure,duration_minutes,cost,distance_km,airline
3581,Южно-Сахалинск,Сочи,2026-07-03,22:50:00,539,91001,7433,Победа
3582,Сочи,Южно-Сахалинск,2026-07-03,18:00:00,539,140392,7433,Россия
3583,Южно-Сахалинск,Краснодар,2026-07-03,06:45:00,532,110073,7368,S7 Airlines
3584,Краснодар,Южно-Сахалинск,2026-07-03,17:55:00,532,122182,7368,Red Wings
3585,Южно-Сахалинск,Краснодар,2026-07-03,18:30:00,546,138871,7368,Уральские авиалинии
3586,Краснодар,Южно-Сахалинск,2026-07-03,15:10:00,546,139943,7368,Аэрофлот
3587,Южно-Сахалинск,Краснодар,2026-07-03,23:30:00,571,94632,7368,Уральские авиалинии
3588,Краснодар,Южно-Сахалинск,2026-07-03,17:10:00,571,125283,7368,Победа
3589,Южно-Сахалинск,Ростов-на-Дону,2026-07-03,10:15:00,520,122759,7152,Победа
3590,Ростов-на-Дону,Южно-Сахалинск,2026-07-03,19:05:00,520,139572,7152,Россия
3591,Южно-Сахалинск,Ставрополь,2026-07-03,12:05:00,517,124980,7181,S7 Airlines
3592,Ставрополь,Южно-Сахалинск,2026-07-03,10:10:00,517,127382,7181,Уральские авиалинии
3593,Южно-Сахалинск,Ставрополь,2026-07-03,12:10:00,558,136463,7181,S7 Airlines
3594,Ставрополь,Южно-Сахалинск,2026-07-03,23:30:00,558,95455,7181,Россия
3595,Южно-Сахалинск,Ставрополь,2026-07-03,15:50:00,532,119815,7181,S7 Airlines
3596,Ставрополь,Южно-Сахалинск,2026-07-03,16:55:00,532,128214,7181,S7 Airlines
3597,Южно-Сахалинск,Минеральные Воды,2026-07-03,08:35:00,542,122353,7190,Победа
3598,Минеральные Воды,Южно-Сахалинск,2026-07-03,08:30:00,542,128924,7190,S7 Airlines
3599,Южно-Сахалинск,Минеральные Воды,2026-07-03,13:25:00,537,126189,7190,Аэрофлот
3600,Минеральные Воды,Южно-Сахалинск,2026-07-03,14:55:00,537,124891,7190,Аэрофлот
3601,Южно-Сахалинск,Махачкала,2026-07-03,14:35:00,531,113191,7015,Россия
3602,Махачкала,Южно-Сахалинск,2026-07-03,21:05:00,531,103005,7015,Red Wings
3603,Южно-Сахалинск,Махачкала,2026-07-03,23:55:00,545,98676,7015,S7 Airlines
3604,Махачкала,Южно-Сахалинск,2026-07-03,07:15:00,545,107526,7015,S7 Airlines
3605,Южно-Сахалинск,Грозный,2026-07-03,12:45:00,524,121969,7094,Россия
3606,Грозный,Южно-Сахалинск,2026-07-03,19:20:00,524,139071,7094,S7 Airlines
3607,Южно-Сахалинск,Грозный,2026-07-03,23:05:00,506,96719,7094,Аэрофлот
3608,Грозный,Южно-Сахалинск,2026-07-03,15:20:00,506,115052,7094,Россия
3609,Южно-Сахалинск,Калининград,2026-07-03,18:40:00,565,140732,7461,S7 Airlines
3610,Калининград,Южно-Сахалинск,2026-07-03,20:10:00,565,136790,7461,S7 Airlines
3611,Южно-Сахалинск,Архангельск,2026-07-03,15:55:00,439,100471,5913,Аэрофлот
3612,Архангельск,Южно-Сахалинск,2026-07-03,18:20:00,439,103983,5913,Уральские авиалинии
3613,Южно-Сахалинск,Архангельск,2026-07-03,22:00:00,425,79247,5913,Победа
3614,Архангельск,Южно-Сахалинск,2026-07-03,21:50:00,425,83965,5913,Победа
3615,Южно-Сахалинск,Мурманск,2026-07-03,13:35:00,454,103478,5932,S7 Airlines
3616,Мурманск,Южно-Сахалинск,2026-07-03,23:15:00,454,74619,5932,Победа
3617,Южно-Сахалинск,Мурманск,2026-07-03,22:15:00,466,77701,5932,Red Wings
3618,Мурманск,Южно-Сахалинск,2026-07-03,12:50:00,466,114058,5932,S7 Airlines
3619,Южно-Сахалинск,Сыктывкар,2026-07-03,18:10:00,436,118646,5644,Аэрофлот
3620,Сыктывкар,Южно-Сахалинск,2026-07-03,13:45:00,436,109135,5644,Аэрофлот
3621,Южно-Сахалинск,Сыктывкар,2026-07-03,18:50:00,415,120450,5644,Аэрофлот
3622,Сыктывкар,Южно-Сахалинск,2026-07-03,15:10:00,415,96164,5644,Россия
3623,Южно-Сахалинск,Сыктывкар,2026-07-03,23:55:00,416,77029,5644,S7 Airlines
3624,Сыктывкар,Южно-Сахалинск,2026-07-03,12:45:00,416,99249,5644,Россия
3625,Сочи,Махачкала,2026-07-03,06:45:00,48,8478,628,Уральские авиалинии
3626,Махачкала,Сочи,2026-07-03,17:25:00,48,12488,628,Аэрофлот
3627,Сочи,Махачкала,2026-07-03,07:15:00,48,8311,628,Red Wings
3628,Махачкала,Сочи,2026-07-03,07:30:00,48,9263,628,S7 Airlines
3629,Сочи,Махачкала,2026-07-03,13:50:00,45,10406,628,Победа
3630,Махачкала,Сочи,2026-07-03,16:25:00,45,9649,628,Победа
3631,Сочи,Махачкала,2026-07-03,14:55:00,49,9031,628,Уральские авиалинии
3632,Махачкала,Сочи,2026-07-03,12:20:00,49,10417,628,Победа
3633,Сочи,Махачкала,2026-07-03,16:30:00,48,11179,628,S7 Airlines
3634,Махачкала,Сочи,2026-07-03,18:20:00,48,11810,628,S7 Airlines
3635,Сочи,Махачкала,2026-07-03,19:50:00,48,10979,628,Победа
3636,Махачкала,Сочи,2026-07-03,15:35:00,48,10907,628,Аэрофлот
3637,Сочи,Калининград,2026-07-03,13:10:00,141,33117,1885,S7 Airlines
3638,Калининград,Сочи,2026-07-03,06:05:00,141,28337,1885,S7 Airlines
3639,Сочи,Калининград,2026-07-03,16:00:00,144,30937,1885,Победа
3640,Калининград,Сочи,2026-07-03,09:05:00,144,33005,1885,Россия
3641,Сочи,Калининград,2026-07-03,17:15:00,144,35986,1885,Аэрофлот
3642,Калининград,Сочи,2026-07-03,14:15:00,144,32939,1885,S7 Airlines
3643,Сочи,Калининград,2026-07-03,21:20:00,139,29059,1885,Red Wings
3644,Калининград,Сочи,2026-07-03,15:50:00,139,28855,1885,Победа
3645,Сочи,Архангельск,2026-07-03,10:35:00,177,48100,2352,Аэрофлот
3646,Архангельск,Сочи,2026-07-03,19:55:00,177,43121,2352,Победа
3647,Сочи,Архангельск,2026-07-03,16:00:00,179,39328,2352,Россия
3648,Архангельск,Сочи,2026-07-03,14:45:00,179,34047,2352,Red Wings
3649,Сочи,Архангельск,2026-07-03,19:25:00,181,50664,2352,S7 Airlines
3650,Архангельск,Сочи,2026-07-03,09:15:00,181,47307,2352,S7 Airlines
3651,Сочи,Мурманск,2026-07-03,07:55:00,217,46090,2847,S7 Airlines
3652,Мурманск,Сочи,2026-07-03,09:00:00,217,52022,2847,Red Wings
3653,Сочи,Мурманск,2026-07-03,21:10:00,219,50523,2847,Аэрофлот
3654,Мурманск,Сочи,2026-07-03,14:20:00,219,47260,2847,S7 Airlines
3655,Сочи,Мурманск,2026-07-03,22:25:00,204,39043,2847,Победа
3656,Мурманск,Сочи,2026-07-03,16:40:00,204,42307,2847,Победа
3657,Сочи,Мурманск,2026-07-03,22:55:00,220,35979,2847,Победа
3658,Мурманск,Сочи,2026-07-03,19:00:00,220,56466,2847,S7 Airlines
3659,Сочи,Сыктывкар,2026-07-03,07:45:00,156,32160,2146,Аэрофлот
3660,Сыктывкар,Сочи,2026-07-03,14:35:00,156,33991,2146,S7 Airlines
3661,Сочи,Сыктывкар,2026-07-03,11:30:00,159,41885,2146,S7 Airlines
3662,Сыктывкар,Сочи,2026-07-03,10:00:00,159,40444,2146,Победа
3663,Сочи,Сыктывкар,2026-07-03,22:20:00,160,31540,2146,Аэрофлот
3664,Сыктывкар,Сочи,2026-07-03,23:25:00,160,28007,2146,Red Wings
3665,Краснодар,Махачкала,2026-07-03,08:05:00,54,12590,737,Red Wings
3666,Махачкала,Краснодар,2026-07-03,09:00:00,54,14418,737,Аэрофлот
3667,Краснодар,Махачкала,2026-07-03,15:05:00,54,10614,737,Победа
3668,Махачкала,Краснодар,2026-07-03,17:35:00,54,12555,737,Уральские авиалинии
3669,Краснодар,Махачкала,2026-07-03,15:25:00,57,11131,737,Победа
3670,Махачкала,Краснодар,2026-07-03,10:25:00,57,13457,737,Победа
3671,Краснодар,Махачкала,2026-07-03,22:55:00,55,11422,737,Аэрофлот
3672,Махачкала,Краснодар,2026-07-03,17:25:00,55,12596,737,S7 Airlines
3673,Краснодар,Махачкала,2026-07-03,23:40:00,55,10493,737,S7 Airlines
3674,Махачкала,Краснодар,2026-07-03,09:45:00,55,13187,737,Red Wings
3675,Краснодар,Калининград,2026-07-03,10:30:00,126,30062,1702,Уральские авиалинии
3676,Калининград,Краснодар,2026-07-03,11:15:00,126,36488,1702,Аэрофлот
3677,Краснодар,Калининград,2026-07-03,14:25:00,122,25703,1702,Победа
3678,Калининград,Краснодар,2026-07-03,09:20:00,122,31997,1702,Уральские авиалинии
3679,Краснодар,Калининград,2026-07-03,15:55:00,121,28921,1702,S7 Airlines
3680,Калининград,Краснодар,2026-07-03,10:25:00,121,30512,1702,Уральские авиалинии
3681,Краснодар,Калининград,2026-07-03,20:10:00,131,33335,1702,Аэрофлот
3682,Калининград,Краснодар,2026-07-03,22:45:00,131,22651,1702,Россия
3683,Краснодар,Архангельск,2026-07-03,07:55:00,165,32097,2178,S7 Airlines
3684,Архангельск,Краснодар,2026-07-03,10:45:00,165,44668,2178,Аэрофлот
3685,Краснодар,Архангельск,2026-07-03,15:10:00,170,36316,2178,Аэрофлот
3686,Архангельск,Краснодар,2026-07-03,08:05:00,170,36306,2178,Уральские авиалинии
3687,Краснодар,Архангельск,2026-07-03,19:25:00,171,39716,2178,Уральские авиалинии
3688,Архангельск,Краснодар,2026-07-03,09:00:00,171,37214,2178,Red Wings
3689,Краснодар,Мурманск,2026-07-03,07:30:00,196,42793,2664,Аэрофлот
3690,Мурманск,Краснодар,2026-07-03,19:10:00,196,46660,2664,Уральские авиалинии
3691,Краснодар,Мурманск,2026-07-03,12:10:00,206,42291,2664,Победа
3692,Мурманск,Краснодар,2026-07-03,19:35:00,206,56883,2664,Аэрофлот
3693,Краснодар,Мурманск,2026-07-03,12:30:00,190,44500,2664,Red Wings
3694,Мурманск,Краснодар,2026-07-03,21:40:00,190,40174,2664,Уральские авиалинии
3695,Краснодар,Мурманск,2026-07-03,22:00:00,197,38440,2664,Аэрофлот
3696,Мурманск,Краснодар,2026-07-03,06:05:00,197,34347,2664,Победа
3697,Краснодар,Сыктывкар,2026-07-03,08:10:00,147,34300,2001,Победа
3698,Сыктывкар,Краснодар,2026-07-03,16:55:00,147,37581,2001,Аэрофлот
3699,Краснодар,Сыктывкар,2026-07-03,15:25:00,144,32380,2001,Уральские авиалинии
3700,Сыктывкар,Краснодар,2026-07-03,12:35:00,144,31748,2001,Победа
3701,Краснодар,Сыктывкар,2026-07-03,19:35:00,151,42156,2001,Аэрофлот
3702,Сыктывкар,Краснодар,2026-07-03,17:35:00,151,31276,2001,Red Wings
3703,Ростов-на-Дону,Махачкала,2026-07-03,07:35:00,57,10210,788,Победа
3704,Махачкала,Ростов-на-Дону,2026-07-03,20:35:00,57,12660,788,Победа
3705,Ростов-на-Дону,Махачкала,2026-07-03,09:05:00,59,15966,788,S7 Airlines
3706,Махачкала,Ростов-на-Дону,2026-07-03,13:25:00,59,13133,788,Победа
3707,Ростов-на-Дону,Махачкала,2026-07-03,10:40:00,60,16716,788,Аэрофлот
3708,Махачкала,Ростов-на-Дону,2026-07-03,19:45:00,60,17249,788,Аэрофлот
3709,Ростов-на-Дону,Махачкала,2026-07-03,15:10:00,58,13589,788,S7 Airlines
3710,Махачкала,Ростов-на-Дону,2026-07-03,09:35:00,58,15722,788,S7 Airlines
3711,Ростов-на-Дону,Махачкала,2026-07-03,23:35:00,59,11974,788,Аэрофлот
3712,Махачкала,Ростов-на-Дону,2026-07-03,21:55:00,59,13941,788,Аэрофлот
3713,Ростов-на-Дону,Грозный,2026-07-03,08:00:00,47,12446,629,S7 Airlines
3714,Грозный,Ростов-на-Дону,2026-07-03,22:35:00,47,9502,629,Аэрофлот
3715,Ростов-на-Дону,Грозный,2026-07-03,11:20:00,47,12415,629,Аэрофлот
3716,Грозный,Ростов-на-Дону,2026-07-03,12:50:00,47,10258,629,Победа
3717,Ростов-на-Дону,Грозный,2026-07-03,13:10:00,49,11198,629,Аэрофлот
3718,Грозный,Ростов-на-Дону,2026-07-03,17:50:00,49,10880,629,S7 Airlines
3719,Ростов-на-Дону,Грозный,2026-07-03,15:25:00,48,10158,629,S7 Airlines
3720,Грозный,Ростов-на-Дону,2026-07-03,09:50:00,48,11817,629,Red Wings
3721,Ростов-на-Дону,Грозный,2026-07-03,17:30:00,48,9531,629,Red Wings
3722,Грозный,Ростов-на-Дону,2026-07-03,09:50:00,48,12873,629,Аэрофлот
3723,Ростов-на-Дону,Калининград,2026-07-03,08:20:00,124,24823,1580,Red Wings
3724,Калининград,Ростов-на-Дону,2026-07-03,09:25:00,124,28309,1580,Уральские авиалинии
3725,Ростов-на-Дону,Калининград,2026-07-03,08:55:00,113,28801,1580,S7 Airlines
3726,Калининград,Ростов-на-Дону,2026-07-03,13:00:00,113,29392,1580,Аэрофлот
3727,Ростов-на-Дону,Калининград,2026-07-03,14:20:00,114,28632,1580,S7 Airlines
3728,Калининград,Ростов-на-Дону,2026-07-03,22:00:00,114,22972,1580,Аэрофлот
3729,Ростов-на-Дону,Калининград,2026-07-03,15:20:00,115,23365,1580,Победа
3730,Калининград,Ростов-на-Дону,2026-07-03,20:45:00,115,28929,1580,S7 Airlines
3731,Ростов-на-Дону,Архангельск,2026-07-03,11:20:00,148,35530,1929,Уральские авиалинии
3732,Архангельск,Ростов-на-Дону,2026-07-03,11:05:00,148,32749,1929,Red Wings
3733,Ростов-на-Дону,Архангельск,2026-07-03,16:20:00,148,28747,1929,Победа
3734,Архангельск,Ростов-на-Дону,2026-07-03,20:30:00,148,35889,1929,S7 Airlines
3735,Ростов-на-Дону,Архангельск,2026-07-03,18:45:00,140,33342,1929,Уральские авиалинии
3736,Архангельск,Ростов-на-Дону,2026-07-03,18:25:00,140,32386,1929,Победа
3737,Ростов-на-Дону,Мурманск,2026-07-03,06:20:00,182,37333,2425,S7 Airlines
3738,Мурманск,Ростов-на-Дону,2026-07-03,19:40:00,182,46660,2425,Победа
3739,Ростов-на-Дону,Мурманск,2026-07-03,10:00:00,184,45006,2425,Победа
3740,Мурманск,Ростов-на-Дону,2026-07-03,23:45:00,184,33319,2425,S7 Airlines
